,Probability
174,0.5835830703982082
175,0.6306489053733246
176,0.5975182339618437
177,0.5783350627789517
178,0.5339311499082522
179,0.377121111648563
180,0.37101023903956326
181,0.25429028692734784
182,0.6482557902387797
183,0.3669391419488322
184,0.5256668111605357
185,0.5256540390594858
186,0.4721423629527267
187,0.6191592488882232
188,0.43968908419478536
189,0.620277305586851
190,0.5900525735187414
191,0.4882632125464247
192,0.5580825769525907
193,0.36756390644336157
194,0.25597283324992437
195,0.49855104156339813
196,0.4780266521209355
197,0.40627033954133124
198,0.5370976244865041
199,0.6645129213963596
200,0.6019920689662174
201,0.6038760619380156
202,0.6101553301065851
203,0.47607138431631313
204,0.5938660778258434
205,0.541727320948498
206,0.6902000778186812
207,0.6238338556900022
208,0.41843175662059867
209,0.5548485326723057
210,0.6655273136121356
211,0.41348569020798054
212,0.3470788369675594
213,0.39879651409576183
214,0.49656120123118613
215,0.5668474141262935
216,0.4009648008589112
217,0.5471797455587708
218,0.5542125821417595
219,0.6081103756740902
220,0.5165702340251976
221,0.584425521419164
222,0.22826703476935783
223,0.4591084536279253
224,0.7373096700266009
225,0.48342892346913585
226,0.6237413532415615
227,0.6810593858381775
228,0.38671643055310645
229,0.37141091126336817
230,0.30434291696410054
231,0.4275835184687709
232,0.4693629732727375
233,0.44746285416177733
234,0.49245140594833053
235,0.31216518202630533
236,0.6550973640539322
237,0.40355630114454893
238,0.5549107975928175
239,0.506811724374872
240,0.5440217686613297
241,0.573544266168892
242,0.384536867902145
243,0.42713392967584723
244,0.3888243124047205
245,0.6193763262562976
246,0.6235101206788877
247,0.545710148307908
248,0.6114179106411491
249,0.4085177435430649
250,0.5820685544046198
251,0.6264665553722608
252,0.6061577980985431
253,0.36579431296419573
254,0.5580940978933009
255,0.43614352506296433
256,0.6839628239122705
257,0.48799765667166567
258,0.34687739009870244
259,0.5040921571735321
260,0.39330330161530513
261,0.608161170206613
262,0.5135115684413419
263,0.5516312920104146
264,0.7082236684983511
265,0.6384952575983034
266,0.6159524202656448
267,0.483172079984465
268,0.45535178429278417
269,0.49902892902628165
270,0.6782499585416112
271,0.6011116301981484
272,0.4897324321069164
273,0.701952069509775
274,0.38361517653786675
275,0.6684978533390289
276,0.6599166219734192
277,0.5380311904663535
278,0.3489289789941386
279,0.38656310306912095
280,0.45121457674549154
281,0.44359323319570715
282,0.4076957475210354
283,0.6957736766915854
284,0.2300650356411068
285,0.45000342397940213
286,0.60713767786543
287,0.657202562197353
288,0.4346149902069674
289,0.6000385907683935
290,0.5888327815698899
291,0.5436353617456395
292,0.2803208009500055
293,0.4956088074005481
294,0.6398841683076214
295,0.3913987956860479
296,0.5072729145282764
297,0.47414670274055815
298,0.6074830085284861
299,0.6508977755220011
300,0.33324758471877536
301,0.4358636329208913
302,0.38984893152538425
303,0.41753419813024406
304,0.5181465062508747
305,0.6799917131624552
306,0.3963521898031761
307,0.48776282119437137
308,0.3340437068937413
309,0.6722613502449473
310,0.3329987283576098
311,0.35071731762404545
312,0.6141105154302454
313,0.5388499175737561
314,0.5019930945468309
315,0.5454280819841768
316,0.5176231366899708
317,0.41967365696542097
318,0.4677556581484114
319,0.3710985186207022
320,0.24047581547605126
321,0.7581931815788049
322,0.5098525671179815
323,0.23747764145771447
324,0.3615799279901666
325,0.6309899063087682
326,0.5033377472654511
327,0.28068088572917577
328,0.6453684226937335
329,0.693758539388923
330,0.5188754044258072
331,0.5714742351555757
332,0.6757761448095946
333,0.4013814613259402
334,0.3374132979476311
335,0.40792469390053876
336,0.5682052881229187
337,0.5414260858325661
338,0.5372808037528785
339,0.592562766022872
340,0.4773611326767476
341,0.5435574077343855
342,0.6733052677274606
343,0.5025492184304408
344,0.5638194242215485
345,0.6530105185973986
346,0.4598797034576468
347,0.7614165012529936
348,0.5709727761821626
349,0.6206787919969742
350,0.5673616053974644
351,0.4993193496568322
352,0.5263012918156414
353,0.6230661069592882
354,0.4505214969306146
355,0.7193473310538524
356,0.5046954218634853
357,0.6146157310094144
358,0.48567396673764057
359,0.27312061095718543
360,0.6233237952401578
361,0.5041408242876311
362,0.4069611157484906
363,0.6231474275892218
364,0.6195903586492787
365,0.5676823316992439
366,0.6830321825081489
367,0.5752673651023252
368,0.4487837064890907
369,0.6276715875495675
370,0.4552415595864797
371,0.6620410275561147
372,0.41695439309545984
373,0.5367492865526878
374,0.40384311320489347
375,0.34432520449278164
376,0.5280843302587012
377,0.6363102241131986
378,0.4544046893602814
379,0.5098820884454025
380,0.5625418466709601
381,0.3858180401950427
382,0.5056833548518064
383,0.5393562683428723
384,0.3235185890558317
385,0.6547416329812606
386,0.5954840915433087
387,0.46883669094074093
388,0.41202410105730275
389,0.6010189553895744
390,0.37067042579151704
391,0.4722714057635834
392,0.6182054529134342
393,0.5157291551388332
394,0.5448233001885708
395,0.4358555219373399
396,0.3256828435356804
397,0.5693996375219814
398,0.5816470417591326
399,0.5991866528072172
400,0.6105541973095245
401,0.6121538329395882
402,0.596767726818381
403,0.4158191835753175
404,0.6069851832260671
405,0.5748467832558847
406,0.5208112689836015
407,0.3452085313469547
408,0.6650905675509818
409,0.48810644929962865
410,0.5397227956343373
411,0.33837619175562045
412,0.3657423934896114
413,0.41549711425069086
414,0.7497946327330204
415,0.46281238966982935
416,0.39737721566799916
417,0.5409488582830652
418,0.49439529325035847
419,0.45571400002549917
420,0.6442314830646511
421,0.3283947814405776
422,0.5072667879420705
423,0.34107469290387776
424,0.42728482382910166
425,0.5296937619656071
426,0.4459386588375413
427,0.6521318150785675
428,0.4926749158248659
429,0.6251158099569424
430,0.5688255409564785
431,0.48843990168075946
432,0.6782943756407352
433,0.2578797895046874
434,0.3993335943729601
435,0.6085293463102099
436,0.28157040143126905
437,0.3586468251331216
438,0.41334595718899975
439,0.5767890437583317
440,0.372999681163654
441,0.6714615396321265
442,0.6051642569936817
443,0.595482223003223
444,0.5341096180948455
445,0.7107225149639844
446,0.42126189857286195
447,0.7374477355504785
448,0.5755396199838423
449,0.5190445988411881
450,0.4897520661684613
451,0.46482960504770826
452,0.9407421625034914
453,0.352241547306259
454,0.5441539682416885
455,0.626494477495429
456,0.4213171509189315
457,0.33931527720898674
458,0.7335027925283836
459,0.5586254333141365
460,0.7085655008647829
461,0.28158133305583033
462,0.4643141679537127
463,0.41557596215235415
464,0.6729983923014944
465,0.4460946373170744
466,0.4576115127135514
467,0.5553788119248327
468,0.4904485334402996
469,0.6378706091586441
470,0.27467861524597287
471,0.5353832671935952
472,0.5349462783866845
473,0.469272891245676
474,0.3256934523045929
475,0.3225564655821073
476,0.5038596603154833
477,0.6476471798776182
478,0.4827059458809349
479,0.48313289263428866
480,0.4965680487832077
481,0.701580323354013
482,0.33252573931411383
483,0.40762657353653775
484,0.4700664694550312
485,0.6157170425302004
486,0.491734665303697
487,0.6866945856841687
488,0.5399938788099253
489,0.3795668022184478
490,0.3345724709688174
491,0.46173008663154197
492,0.4836403748023644
493,0.4504263510098352
494,0.6071449604894738
495,0.3908460620438156
496,0.667991297194726
497,0.6404532733156226
498,0.4810627781766352
499,0.4494590051629447
500,0.5599680023106705
501,0.535698716401036
502,0.41580066769939406
503,0.4284861263404386
504,0.5664028992245256
505,0.3564510077001233
506,0.4770308369419558
507,0.596083394500528
508,0.5626657533386227
509,0.5108405845024355
510,0.5883951420026641
511,0.5042268178518979
512,0.4885486529624711
513,0.6363193878100961
514,0.43168553895397016
515,0.4581649994345992
516,0.4714899119754581
517,0.51081313889535
518,0.4333005932106058
519,0.5469740132119705
520,0.31418521935399685
521,0.5268286923090859
522,0.41730959143887647
523,0.6218677687950864
524,0.5764822307162544
525,0.5888542277505406
526,0.5959802997860173
527,0.6207025862584343
528,0.4023176601377746
529,0.5146289116635692
530,0.5318243436797618
531,0.5276876936651582
532,0.5783729553522424
533,0.5785339176999788
534,0.3639150850533744
535,0.48542240961478816
536,0.7505446041818191
537,0.5610031673355105
538,0.506461548338817
539,0.4985955955692067
540,0.5169958872280829
541,0.4379844327174995
542,0.34764799227119636
543,0.6092809458950518
544,0.5060577556818574
545,0.5772884866942618
546,0.7213058828446677
547,0.5347459872827124
548,0.5597490863495254
549,0.39499073655401645
550,0.5169970939097903
551,0.6098731431668648
552,0.5954297881592866
553,0.5195310140722206
554,0.9999999686528257
555,0.43827595699663113
556,0.37984110253367925
557,0.3591027600661434
558,0.6280286489221713
559,0.33485769113884356
560,0.5574636139999227
561,0.6264362406456483
562,0.3387346151059192
563,0.29047369213454255
564,0.795475436020902
565,0.3298567470128338
566,0.46735424978285844
567,0.498213057641411
568,0.5826389101918792
569,0.4578312562675386
570,0.45821207418707366
571,0.4520756642512266
572,0.5794403441594767
573,0.4437791035957984
574,0.3388521358434479
575,0.3844516052009237
576,0.4652605737316376
577,0.254200536693589
578,0.613938876384812
579,0.42334123460828293
580,0.5946304263033845
581,0.5250685659618216
582,0.5062564506992218
583,0.5569922339015292
584,0.6748881621831462
585,0.4719139177370757
586,0.6803023142015322
587,0.42156204044764406
588,0.25352584381831605
589,0.502021060225775
590,0.5671299724289094
591,0.4417303153763618
592,0.3697427475909301
593,0.30867074055403965
594,0.3240514089049962
595,0.5192194312769937
596,0.7264613912445803
597,0.515241894560854
598,0.5493980971717969
599,0.5850043110883735
600,0.5916174706503973
601,0.5102678145075532
602,0.4987060904028658
603,0.44916095139403267
604,0.6180060921600803
605,0.6224036816233577
606,0.45723173183027294
607,0.38890351075102986
608,0.41654658003882783
609,0.5182930961091261
610,0.43053355993266745
611,0.4619639835978366
612,0.44031405162329135
613,0.49170179260881214
614,0.6884225800094939
615,0.6766779444418379
616,0.3312837282018958
617,0.33680372617959653
618,0.2700670366404208
619,0.4617724981342845
620,0.27156401993943613
621,0.6552914986204209
622,0.41359534868150427
623,0.7121756557362205
624,0.4255159679734294
625,0.4257623285092036
626,0.46521988597732994
627,0.6233268369930776
628,0.5445009733744668
629,0.6174836018395072
630,0.2754344379385174
631,0.4738386224280533
632,0.42067114876671924
633,0.4318084304651257
634,0.7743120872239365
635,0.7569954036105409
636,0.5118882402743041
637,0.340793733324402
638,0.32833054473496776
639,0.44504409916972837
640,0.5660232646371025
641,0.2973447773546258
642,0.40148282438319505
643,0.42218266269160976
644,0.6827854744877722
645,0.5950348969359452
646,0.4548660973501988
647,0.43932831084260365
648,0.6832654691648071
649,0.41973935873945784
650,0.4994432413770093
651,0.5107481132676909
652,0.5312098632995579
653,0.6722327959038179
654,0.3821635387869
655,0.5578522350130988
656,0.4227065664875004
657,0.4977825476749856
658,0.7329876960593615
659,0.4758500601318533
660,0.632917318941844
661,0.6879579672514319
662,0.352792069891656
663,0.626836467568345
664,0.38387376356748687
665,0.3799467963134818
666,0.6655653962072675
667,0.35529039361289594
668,0.5202229684637942
669,0.5730316846643011
670,0.4770947104154264
671,0.5984465575453123
672,0.3335692590800638
673,0.6356349941295166
674,0.5995153546873416
675,0.5361005229770359
676,0.5269812722582919
677,0.4126471150009605
678,0.4225060802035998
679,0.4142558209448031
680,0.6441979323444325
681,0.6793372022722485
682,0.5055110915875742
683,0.48534261802726736
684,0.4948986937230909
685,0.4796990535159569
686,0.43636295876426456
687,0.4740728101550751
688,0.651714157504919
689,0.6652306324167383
690,0.5732110511603522
691,0.5143453787378902
692,0.5673526913226645
693,0.5387075058082076
694,0.546676330453618
695,0.6767587744319975
696,0.5400555448938849
697,0.3362821921122347
698,0.519629958310566
699,0.3715841136460912
700,0.53368459956928
701,0.4179545464433693
702,0.6473534846025113
703,0.6305292734265816
704,0.33875042164774144
705,0.6390903456720631
706,0.35226905915400863
707,0.5238319141336657
708,0.48767382281439553
709,0.3679597213645348
710,0.6112434390200009
711,0.3221379940893811
712,0.39975312212710745
713,0.5971155154705347
714,0.36491055311813686
715,0.625483384550631
716,0.6024828736048295
717,0.5401375038927217
718,0.2606515765341269
719,0.21462507867073125
720,0.4186838152099093
721,0.40215052342445073
722,0.5665324417886464
723,0.5808429328555578
724,0.4282277378967372
725,0.4546659022352752
726,0.6301368463939814
727,0.3888308139465474
728,0.4032905397326337
729,0.4586520829721178
730,0.4140863788102475
731,0.6007628009821655
732,0.4077130848151602
733,0.5275006221809645
734,0.3743412035944611
735,0.3826886093930035
736,0.3674919708676668
737,0.4068091611171329
738,0.632561152614487
739,0.5971249085990648
740,0.5971317907299417
741,0.661196722713936
742,0.3684035660766187
743,0.550035019037735
744,0.853398424604355
745,0.5318236814594165
746,0.5165846146750583
747,0.5270199832548752
748,0.4239303329854612
749,0.4453820019291733
750,0.7131275617161376
751,0.6366256482719609
752,0.5108302051310459
753,0.4155159825240647
754,0.384124148625776
755,0.6370114955098258
756,0.4274965828296311
757,0.33799340940062883
758,0.6220951977512011
759,0.5065781022046298
760,0.5292475900140552
761,0.5284208959106473
762,0.5435244990075133
763,0.5324205940526917
764,0.5710002970668295
765,0.6324692291052644
766,0.463918259075017
767,0.37811856620073586
768,0.5262912749343971
769,0.4443973339177357
770,0.4291987048001386
771,0.45888051646850164
772,0.44059067244523353
773,0.374589022733934
774,0.4455076726859492
775,0.4762041330045726
776,0.5669044041430777
777,0.5624085742543833
778,0.3759300588656643
779,0.45081323927805533
780,0.38356868976274494
781,0.6282354613596735
782,0.32100963097318197
783,0.44977204533122317
784,0.45631561269678195
785,0.5351444153269943
786,0.560898871149056
787,0.6784211602904735
788,0.5311646869909099
789,0.546106219125957
790,0.3218676406301761
791,0.5532817557988147
792,0.49569674325633867
793,0.36533096296025436
794,0.2767394484497255
795,0.5924625959132527
796,0.38593904683786223
797,0.4223885877866589
798,0.45261185330712184
799,0.6814100906780033
800,0.2646408011605441
801,0.6724521423204805
802,0.37474655086976616
803,0.36231522352987955
804,0.5975149577174991
805,0.5676870912157702
806,0.5688996813372701
807,0.562534328866637
808,0.35490811070139594
809,0.9079272609518885
810,0.3167130286881191
811,0.6532735242923561
812,0.4472640818613364
813,0.6965155262714781
814,0.3893885329452685
815,0.5768732873219719
816,0.3259191819588644
817,0.6230288829028355
818,0.4168740027749608
819,0.39490157523145925
820,0.5746323840956035
821,0.37431054195672503
822,0.3653290424308073
823,0.44026781404964627
824,0.8960823836236161
825,0.6079661301251731
826,0.5648044657865527
827,0.41601676623299405
828,0.4884851703655145
829,0.28026334571744416
830,0.45117933210195155
831,0.47739688341259656
832,0.5549457849176236
833,0.516456608197393
834,0.6383116818439667
835,0.64767844745603
836,0.539195418195429
837,0.3939935027507303
838,0.5825050040520211
839,0.5931155178927988
840,0.2576886368597176
841,0.578006419998056
842,0.6595181704956009
843,0.35611275568553136
844,0.5161114757758142
845,0.6291090890077228
846,0.6630973720967451
847,0.47635355398034634
848,0.39834970039284257
849,0.7157308473306474
850,0.5451303052002869
851,0.446222561506816
852,0.651151538389212
853,0.6610068964754499
854,0.4746450422463578
855,0.4501346336528002
856,0.5320393767247745
857,0.4584209407787146
858,0.5677841498430903
859,0.2663676317461278
860,0.5040051184993422
861,0.6361558529280333
862,0.4007192092118231
863,0.3148969031124346
864,0.6459318310790824
865,0.6224628752205135
866,0.38657959003998654
867,0.5394831785335431
868,0.5181666697783773
869,0.5271810937429345
870,0.5348276651584353
871,0.5945472772176825
872,0.7342954789001138
873,0.5777272548942269
874,0.4423436746754488
875,0.42243247209051665
876,0.6962750488889211
877,0.5355845058016471
878,0.6204425668403641
879,0.48222134202458
880,0.5209735723173529
881,0.501594870297868
882,0.5825923837157552
883,0.6117706787816173
884,0.33158098022100946
885,0.6138053761352176
886,0.6517095411048139
887,0.4916892126540722
888,0.32552463810191673
889,0.3930749933724965
890,0.5032154428806374
891,0.7016675073643827
892,0.5627368062525094
893,0.5127398371917355
894,0.39123234802971035
895,0.6303014472830437
896,0.24678092099107457
897,0.7967672389750465
898,0.490867839412941
899,0.4570255480200311
900,0.47943704704462164
901,0.5457280985471566
902,0.4017624359870639
903,0.48182965807963235
904,0.3733878180005258
905,0.5323787997629451
906,0.3818578099106675
907,0.3342650122733659
908,0.6047715946217309
909,0.42837049478850314
910,0.7357191641420587
911,0.38948438396467444
912,0.5941314147942293
913,0.5060799611100621
914,0.5606211944085544
915,0.6310888477067601
916,0.5706740925584856
917,0.5094018576197108
918,0.5754724491968217
919,0.38438951974257757
920,0.6475211765855096
921,0.5186441537803572
922,0.5027041153033098
923,0.2761444981096162
924,0.8529452764420459
925,0.5838380418086049
926,0.3546575806755449
927,0.5613276485870723
928,0.4660296188943154
929,0.4297967597056249
930,0.3735960451077048
931,0.4213376706105929
932,0.5469448413782362
933,0.49694365584790684
934,0.5842053270377422
935,0.45241629020735896
936,0.47544556586079495
937,0.4407924509741363
938,0.4171553315494733
939,0.5100837509734679
940,0.5323108438936339
941,0.6652509862355767
942,0.5668260117237861
943,0.5205340266033213
944,0.7110451589886436
945,0.48312342030889416
946,0.4373161385769343
947,0.3012588522192954
948,0.48919972974582576
949,0.3804878267679897
950,0.6957271397759982
951,0.6365361667370208
952,0.4218457049369426
953,0.7018741975306793
954,0.5030391487803042
955,0.32000862579738343
956,0.6929466208336599
957,0.4501382905306468
958,0.3534783247297145
959,0.4545091975274581
960,0.742501442908613
961,0.46959172616060557
962,0.3802869165634434
963,0.5251942445854652
964,0.6485791264240109
965,0.4640625558682306
966,0.3761516194720653
967,0.6902398036780617
968,0.3344700350286088
969,0.5674897287384453
970,0.4711405470907736
971,0.6081778000038368
972,0.5934076394521706
973,0.6572896512901673
974,0.5896110313648322
975,0.6544478675415485
976,0.477235366494345
977,0.35434638236385246
978,0.6350419195852492
979,0.45933216404397825
980,0.5808385041169982
981,0.422840563001236
982,0.34594325322534786
983,0.5811905868090756
984,0.3110507477154629
985,0.5877685806133386
986,0.6083337207256556
987,0.3819951011721002
988,0.3991243366713997
989,0.4700545763605396
990,0.5734653480377023
991,0.6301483462980699
992,0.8256744051253376
993,0.4771904452271689
994,0.3493189394847604
995,0.6155849962010813
996,0.4772791665856219
997,0.6631882726066912
998,0.5398229990505903
999,0.5573728727960641
1000,0.35470353419898587
1001,0.3964274658572387
1002,0.6194649085209888
1003,0.5239947545509595
1004,0.873498852480215
1005,0.565391663922818
1006,0.44939892744895543
1007,0.5809622784277495
1008,0.44407516981181333
1009,0.5771611848652075
1010,0.711514609322166
1011,0.5176102909137396
1012,0.5842642877061172
1013,0.42061940138575227
1014,0.5896796939043858
1015,0.555245408852051
1016,0.6350599716367025
1017,0.5538079465651171
1018,0.6243539053165699
1019,0.7287907070578471
1020,0.5113262739549578
1021,0.5702293987588122
1022,0.5684666694331716
1023,0.3110974198550562
1024,0.5657718854546131
1025,0.47966788724648013
1026,0.5380924045083071
1027,0.5317459097224636
1028,0.5362506725766136
1029,0.6351005591628837
1030,0.5208743913752044
1031,0.3457143460345628
1032,0.6610700983649767
1033,0.5660191350763553
1034,0.5692258516765417
1035,0.42777253194290166
1036,0.48644151875792524
1037,0.4454303833195129
1038,0.46691992999843296
1039,0.5765163165528916
1040,0.3994801681532688
1041,0.4312344700678506
1042,0.6556761324117604
1043,0.5555444963471189
1044,0.5029571328193909
1045,0.5928672808152351
1046,0.6042148736064629
1047,0.5227641960991425
1048,0.6306681052455638
1049,0.5706945877720642
1050,0.5822078933113015
1051,0.4077411545418344
1052,0.5144616517797093
1053,0.43599410813604184
1054,0.6558988997245478
1055,0.490193151261088
1056,0.4865204019058113
1057,0.3840760006325451
1058,0.592880187251533
1059,0.5126150430605978
1060,0.3849440120005813
1061,0.5739543085239546
1062,0.5562951357015974
1063,0.7593570391415803
1064,0.5958029755790742
1065,0.5119789737719498
1066,0.5934008386226403
1067,0.5249169544574304
1068,0.43849531043920076
1069,0.38184391424052455
1070,0.43425346412005633
1071,0.5533938034930957
1072,0.6376936745104559
1073,0.5227567383077959
1074,0.37709322889967656
1075,0.5933507719118795
1076,0.5203740519442377
1077,0.6018805284793927
1078,0.6107173585964016
1079,0.5440020855051361
1080,0.5811545237978414
1081,0.6092846514375216
1082,0.5303089579891993
1083,0.5304666056979476
1084,0.4277165361231368
1085,0.3244662353671197
1086,0.6376540429715146
1087,0.5644980727897687
1088,0.4587034377443362
1089,0.3055131417704486
1090,0.5557062764034787
1091,0.603556330398309
1092,0.49354257946685914
1093,0.39474979689593553
1094,0.5025416959446515
1095,0.3875398439201073
1096,0.9488154537699401
1097,0.3417085144193414
1098,0.3361250904954094
1099,0.5680880409689352
1100,0.5894753855714634
1101,0.38076675762625245
1102,0.6146553276783013
1103,0.4843232695612653
1104,0.5961943686546748
1105,0.45582996064741166
1106,0.6297154017020531
1107,0.3813385446580113
1108,0.5005290203317725
1109,0.6225990105226513
1110,0.48978121699898564
1111,0.6556109835010182
1112,0.4848851877188085
1113,0.6128660039633456
1114,0.5042550156676826
1115,0.4668798765604469
1116,0.5948646828440678
1117,0.608579473284861
1118,0.4246458391741548
1119,0.580643215979298
1120,0.3659122206778749
1121,0.40520913013651505
1122,0.624769082415707
1123,0.6035619039533601
1124,0.4412080803464355
1125,0.6505375696934856
1126,0.6033407460154107
1127,0.39567123278817073
1128,0.5809170040123479
1129,0.5893720471506723
1130,0.538252014666996
1131,0.6152434683147497
1132,0.5753204045590714
1133,0.43571060377416765
1134,0.5821007903424514
1135,0.6916952342623256
1136,0.6588143177484028
1137,0.5447915798279547
1138,0.48937013459333634
1139,0.3801558262351831
1140,0.5463576106069137
1141,0.482822856805985
1142,0.5846082064473443
1143,0.600103112456272
1144,0.5686934776877323
1145,0.529573775888985
1146,0.4449847322943155
1147,0.5782345529175857
1148,0.6686446735443682
1149,0.6341184163899023
1150,0.7045214132002932
1151,0.5375527687431811
1152,0.5517225142848912
1153,0.24168872672796413
1154,0.4029142152159655
1155,0.6744107862477284
1156,0.37227660963869064
1157,0.6599626901344716
1158,0.6302131324987394
1159,0.3011623098524319
1160,0.7673680925657027
1161,0.5472660047047444
1162,0.5254685280541249
1163,0.5416368303999833
1164,0.4466651633177861
1165,0.4608193187820076
1166,0.46487486691159063
1167,0.6255849212457293
1168,0.5476587393322535
1169,0.5178200306692715
1170,0.5123900979474515
1171,0.3582219609198766
1172,0.45050900490776385
1173,0.31879387312934854
1174,0.5415199876781642
1175,0.4545180536507106
1176,0.6296721458312211
1177,0.5898361795568449
1178,0.4863849847104494
1179,0.3877494524400023
1180,0.4455886394915173
1181,0.6474412065613662
1182,0.4182328878833419
1183,0.6032242242066245
1184,0.6209698912835118
1185,0.41510978578660207
1186,0.5704154413150215
1187,0.5852976758394312
1188,0.5942352425009922
1189,0.5864899952706939
1190,0.6533639126631433
1191,0.34164937668479467
1192,0.5470292932091974
1193,0.5090282234067766
1194,0.4313976874599631
1195,0.5514872802485385
1196,0.4984146533127553
1197,0.31747824436928007
1198,0.5268588946634976
1199,0.6828094232673484
1200,0.6069200492946387
1201,0.5733363297456411
1202,0.45589703331375586
1203,0.6685289936129022
1204,0.4856249869284195
1205,0.5632453280939557
1206,0.5985024930068489
1207,0.5377353718680586
1208,0.6117267180438151
1209,0.6292857368264183
1210,0.4489461135854772
1211,0.5870213281028874
1212,0.3758945500605143
1213,0.42533662385984955
1214,0.5166421971839539
1215,0.5723416355780414
1216,0.3573296979449533
1217,0.5843098125246714
1218,0.43247138076201685
1219,0.5069412767929026
1220,0.5211125676480304
1221,0.429007740750948
1222,0.7135610698886695
1223,0.47961712526887024
1224,0.4953893122641307
1225,0.6769129095255927
1226,0.4142183268787632
1227,0.6831082387949342
1228,0.3345010824211733
1229,0.6247647286831621
1230,0.6452518454001206
1231,0.6366154636103137
1232,0.6522150129732021
1233,0.5807600412297491
1234,0.5400684781321027
1235,0.5889226603425872
1236,0.6011359553267034
1237,0.6404834845237348
1238,0.29848457604129364
1239,0.4949427798165099
1240,0.5122022682990792
1241,0.4790305675690696
1242,0.39705538814296204
1243,0.4158036914253977
1244,0.6693808045557661
1245,0.6002689780005223
1246,0.7899648811397125
1247,0.4919909377599713
1248,0.6847872243705627
1249,0.36607453206409046
1250,0.35377890966233405
1251,0.6258863168012645
1252,0.6225094234266274
1253,0.6279871963011787
1254,0.6794398334742897
1255,0.5179244962815758
1256,0.5008040221846753
